Team,Giocatore,Ruolo,Squadra,Tier,Weight,ScoreAuto,PrezzoAttuale,ForzaGiocatore,Source
pacho team,Pellegrino M.,A,Parma,starter,0.704,0.704,21.0,70.40,tier
pacho team,McKennie,C,Juventus,starter,0.657,0.657,14.0,65.70,tier
pacho team,Milinkovic-Savic V.,P,Napoli,starter,0.653,0.653,19.0,65.30,tier
pacho team,Martin,D,Genoa,starter,0.651,0.651,14.0,65.10,tier
pacho team,Ramon,D,Como,starter,0.636,0.636,12.0,63.60,tier
pacho team,Caprile,P,Cagliari,semitop,0.830,0.559,12.0,62.68,tier
pacho team,Baschirotto,D,Cremonese,starter,0.617,0.617,13.0,61.70,tier
pacho team,Valeri,D,Parma,scommessa,0.550,0.550,10.0,55.00,tier
pacho team,Mina,D,Cagliari,scommessa,0.516,0.516,8.0,51.60,tier
pacho team,Marcandalli,D,Genoa,scommessa,0.463,0.463,6.0,46.30,tier
pacho team,Zerbin,C,Cremonese,low,0.394,0.394,6.0,39.40,tier
pacho team,Estupinan,D,Milan,low,0.279,0.279,3.0,27.90,tier
pacho team,Strefezza,C,Par,low,0.000,0.000,10.0,15.00,fallback_price
pacho team,Contini,P,Napoli,low,0.125,0.125,1.0,12.50,tier
pacho team,Arena A.,A,Roma,low,0.067,0.067,1.0,6.70,tier
pacho team,Venturino,C,Roma,low,0.065,0.065,1.0,6.50,tier
pacho team,Marchwinski,C,Lecce,low,0.061,0.061,1.0,6.10,tier
SPOSTATI,Pulisic,C,Milan,top,0.970,0.947,31.0,95.28,tier
SPOSTATI,Martinez L.,A,Inter,top,0.951,0.951,34.0,95.10,tier
SPOSTATI,Paz N.,C,Como,top,0.970,0.875,30.0,89.88,tier
SPOSTATI,Leao,A,Milan,top,0.892,0.892,30.0,89.20,tier
SPOSTATI,Hojlund,A,Napoli,top,0.940,0.788,25.0,82.60,tier
SPOSTATI,Palestra,D,Cagliari,semitop,0.736,0.736,15.0,73.60,tier
SPOSTATI,Isaksen,C,Lazio,starter,0.655,0.655,14.0,65.50,tier
SPOSTATI,Martin,D,Genoa,starter,0.651,0.651,14.0,65.10,tier
SPOSTATI,Mazzitelli,C,Cagliari,starter,0.599,0.599,10.0,59.90,tier
SPOSTATI,Valle,D,Como,scommessa,0.536,0.536,8.0,53.60,tier
SPOSTATI,De Gea,P,Fiorentina,scommessa,0.534,0.534,11.0,53.40,tier
SPOSTATI,Mina,D,Cagliari,scommessa,0.516,0.516,8.0,51.60,tier
SPOSTATI,Tramoni M.,C,Pisa,scommessa,0.511,0.511,9.0,51.10,tier
SPOSTATI,Bellanova,D,Atalanta,low,0.441,0.441,6.0,44.10,tier
SPOSTATI,Meister,A,Pisa,low,0.405,0.405,8.0,40.50,tier
SPOSTATI,Ferguson,C,Bologna,low,0.395,0.395,5.0,39.50,tier
SPOSTATI,Pezzella Giu.,D,Cremonese,low,0.357,0.357,4.0,35.70,tier
SPOSTATI,Kuhn,A,Como,low,0.342,0.342,4.0,34.20,tier
SPOSTATI,Vergara,C,Napoli,low,0.320,0.320,2.0,32.00,tier
SPOSTATI,Estupinan,D,Milan,low,0.279,0.279,3.0,27.90,tier
SPOSTATI,Vranckx,C,Sassuolo,low,0.245,0.245,3.0,24.50,tier
SPOSTATI,Christensen O.,P,Fiorentina,low,0.125,0.125,1.0,12.50,tier
SPOSTATI,Lezzerini,P,Fiorentina,low,0.125,0.125,1.0,12.50,tier
Ipa Bali,Pulisic,C,Milan,top,0.970,0.947,31.0,95.28,tier
Ipa Bali,Martinez L.,A,Inter,top,0.951,0.951,34.0,95.10,tier
Ipa Bali,Berardi,A,Sassuolo,top,0.903,0.903,21.0,90.30,tier
Ipa Bali,Paz N.,C,Como,top,0.970,0.875,30.0,89.88,tier
Ipa Bali,McTominay,C,Napoli,semitop,0.808,0.808,25.0,80.80,tier
Ipa Bali,Maignan,P,Milan,top,0.950,0.670,20.0,74.00,tier
Ipa Bali,Ostigard,D,Genoa,starter,0.704,0.704,15.0,70.40,tier
Ipa Bali,Malinovskyi,C,Genoa,starter,0.680,0.680,12.0,68.00,tier
Ipa Bali,Martin,D,Genoa,starter,0.651,0.651,14.0,65.10,tier
Ipa Bali,Ramon,D,Como,starter,0.636,0.636,12.0,63.60,tier
Ipa Bali,Malen,A,Roma,top,0.940,0.443,15.0,56.73,tier
Ipa Bali,Luperto,D,Cagliari,scommessa,0.531,0.531,9.0,53.10,tier
Ipa Bali,Gallo,D,Lecce,scommessa,0.501,0.501,8.0,50.10,tier
Ipa Bali,Bianchetti,D,Cremonese,low,0.437,0.437,6.0,43.70,tier
Ipa Bali,Doig,D,Sassuolo,low,0.429,0.429,6.0,42.90,tier
Ipa Bali,Meister,A,Pisa,low,0.405,0.405,8.0,40.50,tier
Ipa Bali,Vergara,C,Napoli,low,0.320,0.320,2.0,32.00,tier
Ipa Bali,Sava,P,Udinese,low,0.304,0.304,1.0,30.40,tier
Ipa Bali,Frattesi,C,Inter,low,0.236,0.236,4.0,23.60,tier
Ipa Bali,Maldini,C,Atalanta,low,0.231,0.231,3.0,23.10,tier
Ipa Bali,Terracciano,P,Milan,low,0.143,0.143,1.0,14.30,tier
Ipa Bali,Pavoletti,A,Cagliari,low,0.137,0.137,1.0,13.70,tier
Ipa Bali,Zaragoza,C,Rom,low,0.000,0.000,7.0,10.50,fallback_price
SAGATU,Pulisic,C,Milan,top,0.970,0.947,31.0,95.28,tier
SAGATU,Martinez L.,A,Inter,top,0.951,0.951,34.0,95.10,tier
SAGATU,Baturina,C,Como,top,0.950,0.847,14.0,87.27,tier
SAGATU,Atta,C,Udinese,semitop,0.747,0.747,16.0,74.70,tier
SAGATU,McKennie,C,Juventus,starter,0.657,0.657,14.0,65.70,tier
SAGATU,Kean,A,Fiorentina,starter,0.649,0.649,18.0,64.90,tier
SAGATU,Giovane,A,Napoli,starter,0.608,0.608,17.0,60.80,tier
SAGATU,Gosens,D,Fiorentina,starter,0.583,0.583,10.0,58.30,tier
SAGATU,Terracciano F.,D,Cremonese,scommessa,0.580,0.580,11.0,58.00,tier
SAGATU,Sommer,P,Inter,scommessa,0.572,0.572,14.0,57.20,tier
SAGATU,David,A,Juventus,scommessa,0.566,0.566,13.0,56.60,tier
SAGATU,Cambiaso,D,Juventus,scommessa,0.557,0.557,10.0,55.70,tier
SAGATU,Pinamonti,A,Sassuolo,scommessa,0.548,0.548,14.0,54.80,tier
SAGATU,Okoye,P,Udinese,scommessa,0.532,0.532,10.0,53.20,tier
SAGATU,Bianchetti,D,Cremonese,low,0.437,0.437,6.0,43.70,tier
SAGATU,Doig,D,Sassuolo,low,0.429,0.429,6.0,42.90,tier
SAGATU,Zerbin,C,Cremonese,low,0.394,0.394,6.0,39.40,tier
SAGATU,Prati,C,Cagliari,low,0.388,0.388,6.0,38.80,tier
SAGATU,Canestrelli,D,Pisa,low,0.385,0.385,5.0,38.50,tier
SAGATU,Nelsson,D,Verona,low,0.354,0.354,4.0,35.40,tier
SAGATU,Lovric,C,Udinese,low,0.211,0.211,3.0,21.10,tier
SAGATU,Hojholt,C,Pisa,low,0.152,0.152,2.0,15.20,tier
SAGATU,Martinez Jo.,P,Inter,low,0.145,0.145,1.0,14.50,tier
CISCO TEAM,Pulisic,C,Milan,top,0.970,0.947,31.0,95.28,tier
CISCO TEAM,Martinez L.,A,Inter,top,0.951,0.951,34.0,95.10,tier
CISCO TEAM,Berardi,A,Sassuolo,top,0.903,0.903,21.0,90.30,tier
CISCO TEAM,Paz N.,C,Como,top,0.970,0.875,30.0,89.88,tier
CISCO TEAM,Bremer,D,Juventus,top,0.826,0.826,13.0,82.60,tier
CISCO TEAM,Pellegrini Lo.,C,Roma,starter,0.687,0.687,14.0,68.70,tier
CISCO TEAM,Ferguson E.,A,Roma,starter,0.663,0.663,16.0,66.30,tier
CISCO TEAM,Milinkovic-Savic V.,P,Napoli,starter,0.653,0.653,19.0,65.30,tier
CISCO TEAM,Mazzitelli,C,Cagliari,starter,0.599,0.599,10.0,59.90,tier
CISCO TEAM,Cambiaso,D,Juventus,scommessa,0.557,0.557,10.0,55.70,tier
CISCO TEAM,Cancellieri,A,Lazio,scommessa,0.555,0.555,14.0,55.50,tier
CISCO TEAM,Valeri,D,Parma,scommessa,0.550,0.550,10.0,55.00,tier
CISCO TEAM,Tiago Gabriel,D,Lecce,scommessa,0.522,0.522,9.0,52.20,tier
CISCO TEAM,Norton-Cuffy,D,Genoa,scommessa,0.511,0.511,7.0,51.10,tier
CISCO TEAM,Doig,D,Sassuolo,low,0.429,0.429,6.0,42.90,tier
CISCO TEAM,Prati,C,Cagliari,low,0.388,0.388,6.0,38.80,tier
CISCO TEAM,Canestrelli,D,Pisa,low,0.385,0.385,5.0,38.50,tier
CISCO TEAM,Meret,P,Napoli,low,0.377,0.377,8.0,37.70,tier
CISCO TEAM,Aebischer,C,Pisa,low,0.354,0.354,5.0,35.40,tier
CISCO TEAM,Maldini,C,Atalanta,low,0.231,0.231,3.0,23.10,tier
CISCO TEAM,Terracciano,P,Milan,low,0.143,0.143,1.0,14.30,tier
CISCO TEAM,Trepy,A,Cagliari,low,0.067,0.067,1.0,6.70,tier
CISCO TEAM,Marchwinski,C,Lecce,low,0.061,0.061,1.0,6.10,tier
i fratelli merda,Martinez L.,A,Inter,top,0.951,0.951,34.0,95.10,tier
i fratelli merda,Yildiz,A,Juventus,top,0.919,0.919,30.0,91.90,tier
i fratelli merda,Paz N.,C,Como,top,0.970,0.875,30.0,89.88,tier
i fratelli merda,Carnesecchi,P,Atalanta,top,0.920,0.661,17.0,72.58,tier
i fratelli merda,Esposito Se.,A,Cagliari,starter,0.659,0.659,16.0,65.90,tier
i fratelli merda,Bernabè,C,Parma,starter,0.645,0.645,16.0,64.50,tier
i fratelli merda,Barella,C,Inter,starter,0.643,0.643,17.0,64.30,tier
i fratelli merda,Belghali,D,Verona,starter,0.629,0.629,11.0,62.90,tier
i fratelli merda,Da Cunha,C,Como,starter,0.611,0.611,11.0,61.10,tier
i fratelli merda,Thuram K.,C,Juventus,starter,0.605,0.605,13.0,60.50,tier
i fratelli merda,Colombo,A,Genoa,scommessa,0.570,0.570,14.0,57.00,tier
i fratelli merda,Dumfries,D,Inter,scommessa,0.552,0.552,10.0,55.20,tier
i fratelli merda,Idrissi R.,D,Cagliari,scommessa,0.546,0.546,8.0,54.60,tier
i fratelli merda,Loftus-Cheek,C,Milan,scommessa,0.546,0.546,13.0,54.60,tier
i fratelli merda,Tiago Gabriel,D,Lecce,scommessa,0.522,0.522,9.0,52.20,tier
i fratelli merda,Zappa,D,Cagliari,scommessa,0.475,0.475,7.0,47.50,tier
i fratelli merda,De Winter,D,Milan,scommessa,0.454,0.454,4.0,45.40,tier
i fratelli merda,Zerbin,C,Cremonese,low,0.394,0.394,6.0,39.40,tier
i fratelli merda,Solomon,A,Fiorentina,low,0.331,0.331,7.0,33.10,tier
i fratelli merda,Casale,D,Bologna,low,0.236,0.236,2.0,23.60,tier
i fratelli merda,Terracciano,P,Milan,low,0.143,0.143,1.0,14.30,tier
i fratelli merda,Sportiello,P,Atalanta,low,0.125,0.125,1.0,12.50,tier
i fratelli merda,Iling Junior,C,Pis,low,0.000,0.000,5.0,7.50,fallback_price
DonBosko46,Pulisic,C,Milan,top,0.970,0.947,31.0,95.28,tier
DonBosko46,Martinez L.,A,Inter,top,0.951,0.951,34.0,95.10,tier
DonBosko46,Orsolini,C,Bologna,top,0.950,0.820,24.0,85.25,tier
DonBosko46,Hojlund,A,Napoli,top,0.940,0.788,25.0,82.60,tier
DonBosko46,McTominay,C,Napoli,semitop,0.808,0.808,25.0,80.80,tier
DonBosko46,Saelemaekers,C,Milan,semitop,0.840,0.699,19.0,73.42,tier
DonBosko46,De Ketelaere,A,Atalanta,semitop,0.870,0.652,17.0,70.65,tier
DonBosko46,Berisha M.,C,Lecce,starter,0.667,0.667,13.0,66.70,tier
DonBosko46,Vojvoda,D,Como,starter,0.611,0.611,12.0,61.10,tier
DonBosko46,Vlahovic,A,Juventus,starter,0.608,0.608,15.0,60.80,tier
DonBosko46,Mancini,D,Roma,scommessa,0.573,0.573,10.0,57.30,tier
DonBosko46,Sommer,P,Inter,scommessa,0.572,0.572,14.0,57.20,tier
DonBosko46,Cambiaso,D,Juventus,scommessa,0.557,0.557,10.0,55.70,tier
DonBosko46,Tiago Gabriel,D,Lecce,scommessa,0.522,0.522,9.0,52.20,tier
DonBosko46,Bellanova,D,Atalanta,low,0.441,0.441,6.0,44.10,tier
DonBosko46,Vergara,C,Napoli,low,0.320,0.320,2.0,32.00,tier
DonBosko46,Iannoni,C,Sassuolo,low,0.301,0.301,5.0,30.10,tier
DonBosko46,Perin,P,Juventus,low,0.283,0.283,3.0,28.30,tier
DonBosko46,Morata,A,Como,low,0.269,0.269,4.0,26.90,tier
DonBosko46,Lykogiannis,D,Bologna,low,0.231,0.231,2.0,23.10,tier
DonBosko46,Maldini,C,Atalanta,low,0.231,0.231,3.0,23.10,tier
DonBosko46,Martinez Jo.,P,Inter,low,0.145,0.145,1.0,14.50,tier
DonBosko46,Oyegoke,D,Verona,low,0.074,0.074,1.0,7.40,tier
Nastro Azzurro,Pulisic,C,Milan,top,0.970,0.947,31.0,95.28,tier
Nastro Azzurro,Martinez L.,A,Inter,top,0.951,0.951,34.0,95.10,tier
Nastro Azzurro,Paz N.,C,Como,top,0.970,0.875,30.0,89.88,tier
Nastro Azzurro,Baturina,C,Como,top,0.950,0.847,14.0,87.27,tier
Nastro Azzurro,McTominay,C,Napoli,semitop,0.808,0.808,25.0,80.80,tier
Nastro Azzurro,Svilar,P,Roma,top,0.930,0.655,19.0,72.38,tier
Nastro Azzurro,McKennie,C,Juventus,starter,0.657,0.657,14.0,65.70,tier
Nastro Azzurro,Kean,A,Fiorentina,starter,0.649,0.649,18.0,64.90,tier
Nastro Azzurro,Gosens,D,Fiorentina,starter,0.583,0.583,10.0,58.30,tier
Nastro Azzurro,Malen,A,Roma,top,0.940,0.443,15.0,56.73,tier
Nastro Azzurro,David,A,Juventus,scommessa,0.566,0.566,13.0,56.60,tier
Nastro Azzurro,Angori,D,Pisa,scommessa,0.526,0.526,9.0,52.60,tier
Nastro Azzurro,Gabbia,D,Milan,scommessa,0.498,0.498,8.0,49.80,tier
Nastro Azzurro,Valenti,D,Parma,low,0.430,0.430,7.0,43.00,tier
Nastro Azzurro,Zerbin,C,Cremonese,low,0.394,0.394,6.0,39.40,tier
Nastro Azzurro,Prati,C,Cagliari,low,0.388,0.388,6.0,38.80,tier
Nastro Azzurro,Obert,D,Cagliari,low,0.383,0.383,5.0,38.30,tier
Nastro Azzurro,Veiga D.,D,Lecce,low,0.377,0.377,5.0,37.70,tier
Nastro Azzurro,Pezzella Giu.,D,Cremonese,low,0.357,0.357,4.0,35.70,tier
Nastro Azzurro,Vergara,C,Napoli,low,0.320,0.320,2.0,32.00,tier
Nastro Azzurro,Furlanetto,P,Lazio,low,0.125,0.125,1.0,12.50,tier
Nastro Azzurro,Vasquez D.,P,Roma,low,0.125,0.125,1.0,12.50,tier
Nastro Azzurro,Frigan,A,Parma,low,0.067,0.067,1.0,6.70,tier
Peaky Tunas,Pulisic,C,Milan,top,0.970,0.947,31.0,95.28,tier
Peaky Tunas,Martinez L.,A,Inter,top,0.951,0.951,34.0,95.10,tier
Peaky Tunas,Yildiz,A,Juventus,top,0.919,0.919,30.0,91.90,tier
Peaky Tunas,Paz N.,C,Como,top,0.970,0.875,30.0,89.88,tier
Peaky Tunas,Leao,A,Milan,top,0.892,0.892,30.0,89.20,tier
Peaky Tunas,Bastoni,D,Inter,starter,0.703,0.703,17.0,70.30,tier
Peaky Tunas,Konè I.,C,Sassuolo,starter,0.692,0.692,16.0,69.20,tier
Peaky Tunas,Barella,C,Inter,starter,0.643,0.643,17.0,64.30,tier
Peaky Tunas,Di Lorenzo,D,Napoli,starter,0.607,0.607,12.0,60.70,tier
Peaky Tunas,Di Gregorio,P,Juventus,starter,0.605,0.605,16.0,60.50,tier
Peaky Tunas,Terracciano F.,D,Cremonese,scommessa,0.580,0.580,11.0,58.00,tier
Peaky Tunas,Angori,D,Pisa,scommessa,0.526,0.526,9.0,52.60,tier
Peaky Tunas,Tiago Gabriel,D,Lecce,scommessa,0.522,0.522,9.0,52.20,tier
Peaky Tunas,Piotrowski,C,Udinese,low,0.436,0.436,8.0,43.60,tier
Peaky Tunas,Meister,A,Pisa,low,0.405,0.405,8.0,40.50,tier
Peaky Tunas,Obert,D,Cagliari,low,0.383,0.383,5.0,38.30,tier
Peaky Tunas,Tameze,C,Torino,low,0.306,0.306,5.0,30.60,tier
Peaky Tunas,Sava,P,Udinese,low,0.304,0.304,1.0,30.40,tier
Peaky Tunas,Perin,P,Juventus,low,0.283,0.283,3.0,28.30,tier
Peaky Tunas,Lovric,C,Udinese,low,0.211,0.211,3.0,21.10,tier
Peaky Tunas,Zarraga,C,Udinese,low,0.169,0.169,2.0,16.90,tier
Peaky Tunas,Pavoletti,A,Cagliari,low,0.137,0.137,1.0,13.70,tier
Peaky Tunas,Hysaj,D,Lazio,low,0.074,0.074,1.0,7.40,tier
mezzebirre,Pulisic,C,Milan,top,0.970,0.947,31.0,95.28,tier
mezzebirre,Leao,A,Milan,top,0.892,0.892,30.0,89.20,tier
mezzebirre,Davis K.,A,Udinese,top,0.850,0.850,24.0,85.00,tier
mezzebirre,Kempf,D,Como,semitop,0.754,0.754,14.0,75.40,tier
mezzebirre,Maignan,P,Milan,top,0.950,0.670,20.0,74.00,tier
mezzebirre,Odgaard,C,Bologna,semitop,0.730,0.730,18.0,73.00,tier
mezzebirre,Neres,C,Napoli,starter,0.720,0.720,17.0,72.00,tier
mezzebirre,Wesley,D,Roma,starter,0.677,0.677,16.0,67.70,tier
mezzebirre,Holm,D,Bologna,starter,0.650,0.650,13.0,65.00,tier
mezzebirre,Caprile,P,Cagliari,semitop,0.830,0.559,12.0,62.68,tier
mezzebirre,Zaccagni,C,Lazio,starter,0.588,0.588,14.0,58.80,tier
mezzebirre,Hermoso,D,Roma,scommessa,0.561,0.561,10.0,56.10,tier
mezzebirre,Barbieri,D,Cremonese,scommessa,0.522,0.522,9.0,52.20,tier
mezzebirre,Addai,A,Como,scommessa,0.505,0.505,12.0,50.50,tier
mezzebirre,Beukema,D,Napoli,scommessa,0.464,0.464,7.0,46.40,tier
mezzebirre,Ndour,C,Fiorentina,low,0.400,0.400,6.0,40.00,tier
mezzebirre,Calabresi,D,Pisa,low,0.375,0.375,5.0,37.50,tier
mezzebirre,Sanabria,A,Cremonese,low,0.347,0.347,6.0,34.70,tier
mezzebirre,Camarda,A,Lecce,low,0.303,0.303,4.0,30.30,tier
mezzebirre,Zarraga,C,Udinese,low,0.169,0.169,2.0,16.90,tier
mezzebirre,Diouf,C,Inter,low,0.167,0.167,2.0,16.70,tier
mezzebirre,Ciocci,P,Cagliari,low,0.125,0.125,1.0,12.50,tier
mezzebirre,Cremaschi,C,Parma,low,0.061,0.061,1.0,6.10,tier
DEEDPULLY,Pulisic,C,Milan,top,0.970,0.947,31.0,95.28,tier
DEEDPULLY,Dimarco,D,Inter,top,0.980,0.914,29.0,93.05,tier
DEEDPULLY,Berardi,A,Sassuolo,top,0.903,0.903,21.0,90.30,tier
DEEDPULLY,Orsolini,C,Bologna,top,0.950,0.820,24.0,85.25,tier
DEEDPULLY,Zaniolo,C,Udinese,semitop,0.780,0.780,20.0,78.00,tier
DEEDPULLY,Svilar,P,Roma,top,0.930,0.655,19.0,72.38,tier
DEEDPULLY,Kilicsoy,A,Cagliari,starter,0.704,0.704,12.0,70.40,tier
DEEDPULLY,Esposito Se.,A,Cagliari,starter,0.659,0.659,16.0,65.90,tier
DEEDPULLY,Zalewski,C,Atalanta,starter,0.648,0.648,15.0,64.80,tier
DEEDPULLY,Raspadori,A,Atalanta,semitop,0.860,0.480,15.0,57.50,tier
DEEDPULLY,David,A,Juventus,scommessa,0.566,0.566,13.0,56.60,tier
DEEDPULLY,Loftus-Cheek,C,Milan,scommessa,0.546,0.546,13.0,54.60,tier
DEEDPULLY,Mina,D,Cagliari,scommessa,0.516,0.516,8.0,51.60,tier
DEEDPULLY,Muharemovic,D,Sassuolo,scommessa,0.509,0.509,7.0,50.90,tier
DEEDPULLY,De Winter,D,Milan,scommessa,0.454,0.454,4.0,45.40,tier
DEEDPULLY,Tavares N.,D,Lazio,low,0.384,0.384,6.0,38.40,tier
DEEDPULLY,Iannoni,C,Sassuolo,low,0.301,0.301,5.0,30.10,tier
DEEDPULLY,Biraghi,D,Torino,low,0.258,0.258,3.0,25.80,tier
DEEDPULLY,Maldini,C,Atalanta,low,0.231,0.231,3.0,23.10,tier
DEEDPULLY,Joao Mario,D,Juventus,low,0.211,0.211,2.0,21.10,tier
DEEDPULLY,Ilkhan,C,Torino,low,0.200,0.200,2.0,20.00,tier
DEEDPULLY,Gollini,P,Roma,low,0.125,0.125,1.0,12.50,tier
DEEDPULLY,Vasquez D.,P,Roma,low,0.125,0.125,1.0,12.50,tier
real donk,Pulisic,C,Milan,top,0.970,0.947,31.0,95.28,tier
real donk,Krstovic,A,Atalanta,semitop,0.798,0.798,20.0,79.80,tier
real donk,Zaniolo,C,Udinese,semitop,0.780,0.780,20.0,78.00,tier
real donk,Nkunku,A,Milan,semitop,0.729,0.729,17.0,72.90,tier
real donk,Esposito F.P.,A,Inter,semitop,0.725,0.725,18.0,72.50,tier
real donk,Svilar,P,Roma,top,0.930,0.655,19.0,72.38,tier
real donk,Kilicsoy,A,Cagliari,starter,0.704,0.704,12.0,70.40,tier
real donk,Ostigard,D,Genoa,starter,0.704,0.704,15.0,70.40,tier
real donk,Pellegrino M.,A,Parma,starter,0.704,0.704,21.0,70.40,tier
real donk,Wesley,D,Roma,starter,0.677,0.677,16.0,67.70,tier
real donk,Vojvoda,D,Como,starter,0.611,0.611,12.0,61.10,tier
real donk,Thuram K.,C,Juventus,starter,0.605,0.605,13.0,60.50,tier
real donk,Pasalic,C,Atalanta,starter,0.583,0.583,13.0,58.30,tier
real donk,Lucumì,D,Bologna,low,0.450,0.450,7.0,45.00,tier
real donk,Bertola,D,Udinese,low,0.437,0.437,6.0,43.70,tier
real donk,Prati,C,Cagliari,low,0.388,0.388,6.0,38.80,tier
real donk,Gatti,D,Juventus,low,0.386,0.386,5.0,38.60,tier
real donk,Pezzella Giu.,D,Cremonese,low,0.357,0.357,4.0,35.70,tier
real donk,Aebischer,C,Pisa,low,0.354,0.354,5.0,35.40,tier
real donk,Diouf,C,Inter,low,0.167,0.167,2.0,16.70,tier
real donk,Gollini,P,Roma,low,0.125,0.125,1.0,12.50,tier
real donk,Torriani,P,Milan,low,0.125,0.125,1.0,12.50,tier
real donk,Marchwinski,C,Lecce,low,0.061,0.061,1.0,6.10,tier
PEAKY BLINDERS,Pulisic,C,Milan,top,0.970,0.947,31.0,95.28,tier
PEAKY BLINDERS,Martinez L.,A,Inter,top,0.951,0.951,34.0,95.10,tier
PEAKY BLINDERS,Paz N.,C,Como,top,0.970,0.875,30.0,89.88,tier
PEAKY BLINDERS,Rabiot,C,Milan,semitop,0.850,0.830,23.0,83.50,tier
PEAKY BLINDERS,Hojlund,A,Napoli,top,0.940,0.788,25.0,82.60,tier
PEAKY BLINDERS,Zaniolo,C,Udinese,semitop,0.780,0.780,20.0,78.00,tier
PEAKY BLINDERS,Martin,D,Genoa,starter,0.651,0.651,14.0,65.10,tier
PEAKY BLINDERS,Di Gregorio,P,Juventus,starter,0.605,0.605,16.0,60.50,tier
PEAKY BLINDERS,David,A,Juventus,scommessa,0.566,0.566,13.0,56.60,tier
PEAKY BLINDERS,Valeri,D,Parma,scommessa,0.550,0.550,10.0,55.00,tier
PEAKY BLINDERS,Barbieri,D,Cremonese,scommessa,0.522,0.522,9.0,52.20,tier
PEAKY BLINDERS,Norton-Cuffy,D,Genoa,scommessa,0.511,0.511,7.0,51.10,tier
PEAKY BLINDERS,Dodò,D,Fiorentina,scommessa,0.468,0.468,6.0,46.80,tier
PEAKY BLINDERS,Bellanova,D,Atalanta,low,0.441,0.441,6.0,44.10,tier
PEAKY BLINDERS,Frese,D,Verona,low,0.430,0.430,6.0,43.00,tier
PEAKY BLINDERS,Adopo,C,Cagliari,low,0.414,0.414,6.0,41.40,tier
PEAKY BLINDERS,Sorensen O.,C,Parma,low,0.395,0.395,7.0,39.50,tier
PEAKY BLINDERS,Zerbin,C,Cremonese,low,0.394,0.394,6.0,39.40,tier
PEAKY BLINDERS,Perin,P,Juventus,low,0.283,0.283,3.0,28.30,tier
PEAKY BLINDERS,Maldini,C,Atalanta,low,0.231,0.231,3.0,23.10,tier
PEAKY BLINDERS,Moro L.,A,Sassuolo,low,0.179,0.179,1.0,17.90,tier
PEAKY BLINDERS,Pavoletti,A,Cagliari,low,0.137,0.137,1.0,13.70,tier
PEAKY BLINDERS,Turati,P,Sassuolo,low,0.116,0.116,1.0,11.60,tier
FC Galli,Pulisic,C,Milan,top,0.970,0.947,31.0,95.28,tier
FC Galli,Martinez L.,A,Inter,top,0.951,0.951,34.0,95.10,tier
FC Galli,Leao,A,Milan,top,0.892,0.892,30.0,89.20,tier
FC Galli,Zielinski,C,Inter,top,0.838,0.838,19.0,83.80,tier
FC Galli,Hojlund,A,Napoli,top,0.940,0.788,25.0,82.60,tier
FC Galli,Svilar,P,Roma,top,0.930,0.655,19.0,72.38,tier
FC Galli,Malinovskyi,C,Genoa,starter,0.680,0.680,12.0,68.00,tier
FC Galli,Kalulu,D,Juventus,starter,0.639,0.639,12.0,63.90,tier
FC Galli,Basic,C,Lazio,starter,0.590,0.590,14.0,59.00,tier
FC Galli,Pasalic,C,Atalanta,starter,0.583,0.583,13.0,58.30,tier
FC Galli,Akanji,D,Inter,scommessa,0.577,0.577,11.0,57.70,tier
FC Galli,Pedro,A,Lazio,scommessa,0.460,0.460,7.0,46.00,tier
FC Galli,Kristensen T.,D,Udinese,scommessa,0.451,0.451,7.0,45.10,tier
FC Galli,Bellanova,D,Atalanta,low,0.441,0.441,6.0,44.10,tier
FC Galli,Folorunsho,C,Cagliari,low,0.437,0.437,8.0,43.70,tier
FC Galli,Doig,D,Sassuolo,low,0.429,0.429,6.0,42.90,tier
FC Galli,Lazzari,D,Lazio,low,0.361,0.361,4.0,36.10,tier
FC Galli,Juan Jesus,D,Napoli,low,0.306,0.306,4.0,30.60,tier
FC Galli,Scuffet,P,Pisa,low,0.305,0.305,4.0,30.50,tier
FC Galli,Akpa Akpro,C,Verona,low,0.207,0.207,2.0,20.70,tier
FC Galli,Moro L.,A,Sassuolo,low,0.179,0.179,1.0,17.90,tier
FC Galli,Zarraga,C,Udinese,low,0.169,0.169,2.0,16.90,tier
FC Galli,Gollini,P,Roma,low,0.125,0.125,1.0,12.50,tier
Leonte FC,Pulisic,C,Milan,top,0.970,0.947,31.0,95.28,tier
Leonte FC,Martinez L.,A,Inter,top,0.951,0.951,34.0,95.10,tier
Leonte FC,Leao,A,Milan,top,0.892,0.892,30.0,89.20,tier
Leonte FC,Bremer,D,Juventus,top,0.826,0.826,13.0,82.60,tier
Leonte FC,McTominay,C,Napoli,semitop,0.808,0.808,25.0,80.80,tier
Leonte FC,Soulè,A,Roma,semitop,0.808,0.808,26.0,80.80,tier
Leonte FC,Pavlovic,D,Milan,semitop,0.820,0.684,15.0,71.80,tier
Leonte FC,Bastoni,D,Inter,starter,0.703,0.703,17.0,70.30,tier
Leonte FC,Di Gregorio,P,Juventus,starter,0.605,0.605,16.0,60.50,tier
Leonte FC,Basic,C,Lazio,starter,0.590,0.590,14.0,59.00,tier
Leonte FC,Cancellieri,A,Lazio,scommessa,0.555,0.555,14.0,55.50,tier
Leonte FC,Dodò,D,Fiorentina,scommessa,0.468,0.468,6.0,46.80,tier
